symbol,date,open,high,low,close,volume,ADX_14,PLUS_DI_14,MINUS_DI_14,CCI_14,MOM_10,ROC_10,RSI_14,WILLR_14,OBV,ATR_14
TS主连,2018-08-17,99.4,99.405,99.075,99.16,8559,,,,,,,,,8559.0,
TS主连,2018-08-20,99.1,99.26,99.1,99.215,1865,,,,,,,,,10424.0,
TS主连,2018-08-21,99.185,99.235,99.12,99.185,1339,,,,,,,,,9085.0,
TS主连,2018-08-22,99.235,99.29,99.19,99.2,1225,,,,,,,,,10310.0,
TS主连,2018-08-23,99.28,99.28,99.225,99.275,819,,,,,,,,,11129.0,
TS主连,2018-08-24,99.305,99.38,99.29,99.31,464,,,,,,,,,11593.0,
TS主连,2018-08-27,99.27,99.3,99.205,99.27,671,,,,,,,,,10922.0,
TS主连,2018-08-28,99.215,99.315,99.185,99.275,574,,,,,,,,,11496.0,
TS主连,2018-08-29,99.27,99.32,99.225,99.31,210,,,,,,,,,11706.0,
TS主连,2018-08-30,99.335,99.435,99.3,99.365,533,,,,,,,,,12239.0,
TS主连,2018-08-31,99.36,99.4,99.315,99.375,239,,,,,0.2150000000000034,0.216821298910852,,,12478.0,
TS主连,2018-09-03,99.35,99.365,99.31,99.33,108,,,,,0.11499999999999488,0.11590989265735097,,,12370.0,
TS主连,2018-09-04,99.315,99.315,99.265,99.28,90,,,,,0.09499999999999886,0.09578061198769472,,,12280.0,
TS主连,2018-09-05,99.29,99.315,99.275,99.275,109,,,,19.765494137348238,0.07500000000000284,0.07560483870967527,,-44.44444444444357,12171.0,
TS主连,2018-09-06,99.29,99.305,99.265,99.27,204,,20.706631914277814,12.4818997972782,1.485017236767867,-0.005000000000009663,-0.0050365147318154335,61.95652173912979,-49.25373134328428,11967.0,0.09464285714285735
TS主连,2018-09-07,99.26,99.28,99.245,99.255,360,,20.092518536132374,13.806446034456826,-42.27129337541095,-0.05500000000000682,-0.05538213674354253,59.854604200322505,-57.14285714285972,11607.0,0.09038265306122444
TS主连,2018-09-10,99.25,99.275,99.22,99.25,393,,19.13226732449121,15.318955566780218,-79.89258140314384,-0.01999999999999602,-0.0201470736375553,59.134438305709125,-74.00000000000091,11214.0,0.08785532069970889
TS主连,2018-09-11,99.26,99.265,99.205,99.24,383,,18.11516194500787,15.833617117606472,-105.60652395515676,-0.0350000000000108,-0.035255603122652523,57.64068526820587,-78.00000000000296,10831.0,0.08586565493544414
TS主连,2018-09-12,99.25,99.255,99.22,99.24,365,,17.52973026282708,15.321918622594048,-96.47992067427873,-0.07000000000000739,-0.07048635585541474,57.64068526820586,-78.00000000000296,10831.0,0.08223239386862646
TS主连,2018-09-13,99.225,99.31,99.22,99.27,267,,21.109617575615257,14.063336608510149,-35.648148148135334,-0.09499999999999886,-0.09560710511749004,61.06279347356834,-66.0000000000025,11098.0,0.08278722287801053
TS主连,2018-09-14,99.295,99.305,99.275,99.3,129,,20.407564782042385,13.595625399740305,15.418502202662665,-0.07500000000000284,-0.07547169811320531,64.17927044486115,-54.000000000002046,11227.0,0.07937384981529627
TS主连,2018-09-17,99.405,99.405,99.325,99.345,163,,27.667807087479556,12.276544349605931,121.33333333334527,0.015000000000000568,0.015101177891874151,68.2803940371709,-39.1304347826095,11390.0,0.08120428911420396
TS主连,2018-09-18,99.385,99.385,99.335,99.34,126,,26.35643956984986,11.694674545544052,90.06530498820422,0.060000000000002274,0.06043513295730385,67.3576158682238,-41.304347826085746,11264.0,0.07897541132033306
TS主连,2018-09-19,99.35,99.375,99.31,99.31,262,,24.716369518306852,13.360283884240493,63.7707390648222,0.03499999999999659,0.03525560312263032,61.94802189391473,-47.499999999998764,11002.0,0.07797716765459482
TS主连,2018-09-20,99.27,99.3,99.25,99.275,163,,23.276522564303775,18.40746248595907,-29.924041688707202,0.005000000000009663,0.0050367684093943765,56.27012720998782,-64.9999999999968,10839.0,0.07669308425069535
TS主连,2018-09-21,99.27,99.32,99.27,99.32,140,,24.10738741464923,17.492932979613943,36.770954036300424,0.06499999999999773,0.06548788474132206,61.19481598475582,-42.50000000000338,10979.0,0.07478643537564547
TS主连,2018-09-25,99.305,99.33,99.28,99.295,136,,23.89878571276506,16.60452017066178,29.542483660141208,0.045000000000001705,0.04534005037784006,57.331951449847466,-54.99999999999894,10843.0,0.0730159757059563
TS主连,2018-09-26,99.28,99.345,99.275,99.34,168,20.112907321575328,23.723091761930785,15.423523943264982,60.34063260342922,0.10000000000000853,0.10076582023379466,61.98375390880928,-32.4999999999984,11011.0,0.07280054886981609
TS主连,2018-09-27,99.38,99.4,99.345,99.395,205,20.940646562702145,27.90902519046807,14.473296573709094,145.07337526203634,0.15500000000000114,0.15618702136235285,66.75449911865347,-5.000000000002488,11216.0,0.07188622395054367
TS主连,2018-09-28,99.45,99.45,99.36,99.39,191,22.272242648044564,30.411423901734718,13.163260261175166,144.8533333333342,0.12000000000000455,0.12088244182533181,65.94431015994256,-24.48979591836782,11025.0,0.07318006509693364
TS主连,2018-10-08,99.38,99.405,99.32,99.385,162,22.607104354230966,27.847726749049347,16.020671979884458,83.75116063139339,0.08500000000000796,0.08559919436053054,65.09350885986737,-26.53061224489654,10863.0,0.07402434616143895
TS主连,2018-10-09,99.385,99.505,99.385,99.45,271,23.93955080448951,34.151256846308094,14.200618199808963,167.7922077922046,0.10500000000000398,0.10569228446324352,70.43389818553834,-19.298245614032727,11134.0,0.07730832143562119
TS主连,2018-10-10,99.48,99.48,99.43,99.45,195,25.17682250830102,32.494761253804754,13.51182183823818,148.59038142621168,0.10999999999999943,0.11073082343466822,70.43389818553834,-19.298245614032727,11134.0,0.07535772704736234
TS主连,2018-10-11,99.54,99.55,99.485,99.515,208,26.901164696906527,36.042369463018595,12.233743050387911,187.0765370138294,0.2049999999999983,0.2064243278622424,74.88936999244376,-11.666666666665641,11342.0,0.07711788940112177
TS主连,2018-10-12,99.505,99.53,99.495,99.525,119,28.502339586325924,34.80158742280898,11.812588479042779,147.4769797421889,0.25,0.2518257365902832,75.50104195286993,-8.33333333333057,11461.0,0.07410946872961284
TS主连,2018-10-15,99.52,99.525,99.505,99.51,63,29.989144840786793,34.07961032815767,11.567530165845799,114.26519865965925,0.19000000000001194,0.19130084575111894,72.64260691161222,-13.333333333330808,11398.0,0.07024450667749836
TS主连,2018-10-16,99.495,99.535,99.475,99.535,280,30.640288946901453,31.938935322325406,13.981625479558964,96.15665643723253,0.23999999999999488,0.24170401329370872,74.38333675173583,-5.000000000000237,11678.0,0.06951275620053435
TS主连,2018-10-17,99.52,99.545,99.51,99.52,90,31.349154721498962,31.811097822260965,13.450854146234287,88.75855327468076,0.1799999999999926,0.18119589289309346,71.44589100612464,-10.000000000000474,11588.0,0.06704755932906736
TS主连,2018-10-18,99.535,99.56,99.525,99.535,97,32.165602569747946,32.065033261401815,12.850448576278842,90.02057613170376,0.14000000000000057,0.14085215554102692,72.61071311693917,-8.620689655174187,11685.0,0.06511559080556299
TS主连,2018-10-19,99.525,99.56,99.47,99.49,277,31.61545414525252,28.935412406389492,17.560800027170682,54.31430446194936,0.09999999999999432,0.10061374383740773,64.15539220547356,-24.561403508774816,11408.0,0.06689304860516589
TS主连,2018-10-22,99.45,99.46,99.43,99.44,172,30.292931610454826,27.040585481011686,20.776483183702517,-19.512195121935946,0.05499999999999261,0.055340343110121815,56.30932714313923,-42.105263157896836,11236.0,0.06640068799051033
TS主连,2018-10-23,99.41,99.49,99.41,99.485,153,29.491162809636133,27.939548248553557,18.99079194938943,-12.285012285009342,0.03499999999999659,0.035193564605329186,60.93937158493217,-31.25,11389.0,0.06737206741975947
TS主连,2018-10-24,99.47,99.51,99.47,99.505,73,29.018303530605245,28.91533672991135,18.15078213250766,25.366373567829736,0.05499999999999261,0.05530417295123158,62.82497295448643,-22.91666666666864,11462.0,0.06541691974691996
TS主连,2018-10-25,99.55,99.6,99.52,99.53,114,29.601076351653177,35.605093182146334,16.30603076756025,103.52256186317531,0.015000000000000568,0.015073104557106198,65.09334157869434,-24.999999999997463,11576.0,0.06752999690785418
TS主连,2018-10-26,99.515,99.54,99.505,99.53,57,29.826529387314594,34.224979639985456,17.33519671207245,56.109481915992696,0.0049999999999954525,0.005023863350905877,65.09334157869434,-32.55813953488218,11576.0,0.06520642570015107
TS主连,2018-10-29,99.55,99.625,99.53,99.615,179,30.825074086122083,39.84776492736406,15.570954640079368,190.27181688122846,0.10499999999998977,0.10551703346395325,71.86327211588154,-4.6511627906999795,11755.0,0.0673345381501402
TS主连,2018-10-30,99.65,99.65,99.565,99.61,249,31.95085822318984,38.91576506511906,14.180371344602772,194.9367088607384,0.07500000000000284,0.07535037926358346,70.99107340337177,-16.66666666666864,11506.0,0.06859635685370219
TS主连,2018-10-31,99.595,99.635,99.575,99.635,204,32.9962292076099,36.441773145579205,13.278882601829306,155.26921306951812,0.1150000000000091,0.11555466237942458,72.77058742149335,-6.25,11710.0,0.0679823313641522
TS主连,2018-11-01,99.63,99.655,99.6,99.64,315,34.134362021964314,36.43715901394249,12.494738300251859,141.31706076785656,0.10500000000000398,0.10549053096899907,73.12566412081691,-6.122448979591955,12025.0,0.06705502198099896
TS主连,2018-11-02,99.595,99.645,99.555,99.61,428,34.168743684986445,33.0027709363734,16.029800503603358,82.77974087160234,0.12000000000000455,0.12061513719971995,67.44294293682351,-18.367346938775867,11597.0,0.0686939489823554
TS主连,2018-11-05,99.57,99.665,99.57,99.655,566,34.40607146592055,31.84628800103027,14.478505561769541,99.28756476681316,0.2150000000000034,0.21621078037008523,71.07413204347742,-3.9215686274528383,12163.0,0.0705729526264738
TS主连,2018-11-06,99.65,99.78,99.64,99.78,729,35.58214521316036,38.54271685979454,12.550853554289123,174.7815230961347,0.2950000000000017,0.29652711464041026,78.3106850044621,-0.0,12892.0,0.07553202743886857
TS主连,2018-11-07,99.755,99.9,99.715,99.885,656,37.354633307435854,42.73549856183092,10.551663020248284,210.76586433260164,0.38000000000000966,0.3818903572684995,82.31339248902378,-3.0612244897959777,13548.0,0.08335116833609242
TS主连,2018-11-08,99.83,99.96,99.83,99.945,445,39.26793539351778,43.10322549432042,9.416573457042105,209.5393346615975,0.41499999999999204,0.4169597106399969,84.11716840153466,-2.7272727272728448,13993.0,0.08668322774065693
TS主连,2018-11-09,99.935,99.97,99.89,99.9,282,41.08730886694185,41.06665290818104,8.78992266947911,157.95193937581334,0.37000000000000455,0.3717472118959231,77.71552093854362,-12.499999999998732,13711.0,0.08620585433060989
TS主连,2018-11-12,99.92,99.92,99.88,99.9,231,42.56902563371536,39.646003881664996,9.350689835745516,114.51022412715268,0.2850000000000108,0.2861014907393544,77.71552093854362,-13.999999999998636,13711.0,0.08290543616413819
TS主连,2018-11-13,99.95,99.95,99.88,99.885,53,44.09199090911487,39.84254337950018,8.77837580674648,96.60902000677166,0.2750000000000057,0.27607669912659283,75.4944111642176,-18.27956989247164,13658.0,0.08198361929527169
TS主连,2018-11-14,99.945,100.095,99.93,100.05,254,46.0716674167327,44.66415367489289,7.329110355507157,127.51433441809283,0.41499999999999204,0.41652029909167165,81.69261595550954,-7.627118644068042,13912.0,0.09112764648846612
TS主连,2018-11-15,100.05,100.1,100.05,100.055,85,47.92620168127441,43.25634486673934,7.031454563556205,123.3668990446649,0.41500000000000625,0.4164993978321929,81.84249047478022,-7.894736842103164,13997.0,0.08818995745357548
TS主连,2018-11-16,100.06,100.1,100.005,100.075,100,48.75622389434977,39.93753327425972,10.126278973751548,104.4615384615371,0.4650000000000034,0.4668206003413333,82.46100635767587,-4.587155963301293,14097.0,0.0886763890640343
