symbol,date,open,high,low,close,volume,mmt_normal_1M,mmt_normal_A,mmt_avg_1M,close_1m_ago,avg_close_1y,mmt_avg_1Y,intraday_return,mmt_intraday_1M,overnight_return,mmt_overnight_1M,overnight_sum_1y,overnight_sum_1m,mmt_overnight_1Y,daily_return,limit_flag,valid_return,mmt_off_limit_1M,off_limit_sum_1y,off_limit_sum_1m,mmt_off_limit_1Y,range,range_gt_20,range_le_20,range_gt_20_sum,range_le_20_sum,mmt_range_1M,mmt_range_1Y,cumulative_return_1m,sum_abs_return_1m,mmt_route_1M,cumulative_return_1y,sum_abs_return_1y,mmt_route_1Y,up_flag,down_flag,up_ratio_1m,down_ratio_1m,mmt_discrete_1M,up_ratio_1y,down_ratio_1y,mmt_discrete_1Y,mmt_self_rank_1M,ret_1y,ret_rank_1y,mmt_time_rank_1M,year,is_first_day,mmt_year_open_return,mmt_highest_days_1Y
TS主连,2018-08-17,99.4,99.405,99.075,99.16,8559,,,,,,,-0.0024144869215292353,,,,,,,,False,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2018,True,,
TS主连,2018-08-20,99.1,99.26,99.1,99.215,1865,,,,,,,0.0011604439959638224,,-0.0006050826946349952,,,,,0.0005546591367486808,False,0.0005546591367486808,0.0005546591367486808,0.0005546591367486808,0.0005546591367486808,0.0,0.0016135538523599315,0.0,0.0005546591367486808,0.0,0.0005546591367486808,-0.0005546591367486808,-0.0005546591367486808,,0.0005546591367486808,,,0.0005546591367486808,,1,0,0.5,0.0,0.5,0.5,0.0,0.5,,,,,2018,False,,
TS主连,2018-08-21,99.185,99.235,99.12,99.185,1339,,,,,,,0.0,,-0.00030237363301921505,,,,,-0.00030237363301921505,False,-0.00030237363301921505,0.0002522855037294658,0.0002522855037294658,0.0002522855037294658,0.0,0.001159098926573551,0.0,-0.00030237363301921505,0.0,0.0002522855037294658,-0.0002522855037294658,-0.0002522855037294658,,0.0008570327697678959,,,0.0008570327697678959,,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,,,,,2018,False,,
TS主连,2018-08-22,99.235,99.29,99.19,99.2,1225,,,,,,,-0.0003526981407768748,,0.0005041084841457266,,,,,0.0001512325452437402,False,0.0001512325452437402,0.000403518048973206,0.000403518048973206,0.000403518048973206,0.0,0.0010082169682916623,0.0,0.0001512325452437402,0.0,0.000403518048973206,-0.000403518048973206,-0.000403518048973206,,0.001008265315011636,,,0.001008265315011636,,1,0,0.5,0.25,0.25,0.5,0.25,0.25,,,,,2018,False,,
TS主连,2018-08-23,99.28,99.28,99.225,99.275,819,,,,,,,-5.03626107977162e-05,,0.0008064516129031585,,,,,0.0007560483870967527,False,0.0007560483870967527,0.0011595664360699587,0.0011595664360699587,0.0011595664360699587,0.0,0.0005544354838710365,0.0,0.0007560483870967527,0.0,0.0011595664360699587,-0.0011595664360699587,-0.0011595664360699587,,0.0017643137021083888,,,0.0017643137021083888,,1,0,0.6,0.2,0.39999999999999997,0.6,0.2,0.39999999999999997,,,,,2018,False,,
TS主连,2018-08-24,99.305,99.38,99.29,99.31,464,,,,,,,5.03499320274603e-05,,0.0003021908839082599,,,,,0.0003525560312263032,False,0.0003525560312263032,0.0015121224672962619,0.0015121224672962619,0.0015121224672962619,0.0,0.0009065726517248975,0.0,0.0003525560312263032,0.0,0.0015121224672962619,-0.0015121224672962619,-0.0015121224672962619,,0.002116869733334692,,,0.002116869733334692,,1,0,0.6666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.5,,,,,2018,False,,
TS主连,2018-08-27,99.27,99.3,99.205,99.27,671,,,,,,,0.0,,-0.0004027791763165922,,,,,-0.0004027791763165922,False,-0.0004027791763165922,0.0011093432909796697,0.0011093432909796697,0.0011093432909796697,0.0,0.0009566005437518766,0.0,-0.0004027791763165922,0.0,0.0011093432909796697,-0.0011093432909796697,-0.0011093432909796697,,0.002519648909651284,,,0.002519648909651284,,0,1,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,,,,,2018,False,,
TS主连,2018-08-28,99.215,99.315,99.185,99.275,574,,,,,,,0.0006047472660384301,,-0.0005540445250327153,,,,,5.0367684093943765e-05,False,5.0367684093943765e-05,0.0011597109750736134,0.0011597109750736134,0.0011597109750736134,0.0,0.0013095597864409736,0.0,5.0367684093943765e-05,0.0,0.0011597109750736134,-0.0011597109750736134,-0.0011597109750736134,,0.002570016593745228,,,0.002570016593745228,,1,0,0.625,0.25,0.375,0.625,0.25,0.375,,,,,2018,False,,
TS主连,2018-08-29,99.27,99.32,99.225,99.31,210,,,,,,,0.00040294147275110603,,-5.0365147318154335e-05,,,,,0.0003525560312263032,False,0.0003525560312263032,0.0015122670062999166,0.0015122670062999166,0.0015122670062999166,0.0,0.0009569377990430507,0.0,0.0003525560312263032,0.0,0.0015122670062999166,-0.0015122670062999166,-0.0015122670062999166,,0.002922572624971531,,,0.002922572624971531,,1,0,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.4444444444444444,,,,,2018,False,,
TS主连,2018-08-30,99.335,99.435,99.3,99.365,533,,,,,,,0.000302008355564487,,0.0002517369851977591,,,,,0.0005538213674352033,False,0.0005538213674352033,0.00206608837373512,0.00206608837373512,0.00206608837373512,0.0,0.0013593797200685239,0.0,0.0005538213674352033,0.0,0.00206608837373512,-0.00206608837373512,-0.00206608837373512,,0.0034763939924067344,,,0.0034763939924067344,,1,0,0.7,0.2,0.49999999999999994,0.7,0.2,0.49999999999999994,,,,,2018,False,,
