symbol,date,open,high,low,close,volume,daily_return,vol_up_std_1M,vol_up_std_3M,vol_up_std_6M,vol_downshadow_avg_1M,vol_downshadow_avg_3M,vol_downshadow_avg_6M,vol_downshadow_std_1M,vol_downshadow_std_3M,vol_downshadow_std_6M,vol_highlow_avg_1M,vol_highlow_avg_3M,vol_highlow_avg_6M,vol_highlow_std_1M,vol_highlow_std_3M,vol_highlow_std_6M,vol_std_1M,vol_std_3M,vol_std_6M,vol_down_std_1M,vol_upshadow_avg_1M,vol_upshadow_avg_3M,vol_upshadow_avg_6M,vol_upshadow_std_1M,vol_upshadow_std_3M,vol_upshadow_std_6M,vol_w_downshadow_avg_1M,vol_w_downshadow_avg_3M,vol_w_downshadow_avg_6M,vol_w_downshadow_std_1M,vol_w_downshadow_std_3M,vol_w_downshadow_std_6M,vol_w_upshadow_avg_1M,vol_w_upshadow_avg_3M,vol_w_upshadow_avg_6M,vol_w_upshadow_std_1M,vol_w_upshadow_std_3M,vol_w_upshadow_std_6M
T主连,2015-03-20,96.9,97.96,96.525,97.09,3332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-23,97.095,97.095,96.84,97.02,1386,-0.0007209805335256503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-24,97.135,97.22,96.875,96.92,1380,-0.001030715316429509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-25,97.02,97.03,96.76,96.85,1234,-0.0007222451506397887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-26,96.835,96.89,96.37,96.37,1073,-0.004956117707795471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-27,96.3,96.51,95.98,96.49,1792,0.001245200788626999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-30,96.065,96.4,96.0,96.16,1153,-0.003420043527826655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-03-31,95.8,95.9,95.565,95.65,2327,-0.0053036605657237335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-04-01,95.66,96.095,95.655,96.095,673,0.004652378463146922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-04-02,96.3,96.425,96.2,96.32,1011,0.002341432956969536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-04-03,96.315,96.375,96.005,96.01,1099,-0.0032184385382058034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-04-07,96.005,96.31,95.8,95.93,831,-0.0008332465368190434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T主连,2015-04-08,96.0,96.1,95.13,95.16,2904,-0.008026686125299776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
