symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
TS1903,20190107,100.34,100.35,100.3,100.335,98,904.0,19663.7,100.32,100.35,TS
TS1906,20190107,,,,100.095,0,15.0,0.0,100.31,100.34,TS
TS1909,20190107,,,,99.865,0,0.0,0.0,100.165,100.195,TS
TS1903,20190108,100.335,100.44,100.325,100.425,183,928.0,36735.83,100.41,100.32,TS
TS1906,20190108,,,,100.095,0,15.0,0.0,100.4,100.31,TS
TS1909,20190108,,,,99.865,0,0.0,0.0,100.255,100.165,TS
TS1903,20190109,100.43,100.435,100.36,100.4,115,930.0,23090.44,100.39,100.41,TS
TS1906,20190109,,,,100.095,0,15.0,0.0,100.38,100.4,TS
TS1909,20190109,,,,99.865,0,0.0,0.0,100.235,100.255,TS
TS1903,20190110,100.41,100.445,100.38,100.415,206,952.0,41370.72,100.395,100.39,TS
TS1906,20190110,100.75,100.75,100.57,100.57,2,16.0,402.64,100.66,100.38,TS
TS1909,20190110,,,,99.865,0,0.0,0.0,100.24,100.235,TS
TS1903,20190111,100.355,100.435,100.24,100.435,83,978.0,16662.19,100.42,100.395,TS
TS1906,20190111,,,,100.57,0,16.0,0.0,100.685,100.66,TS
TS1909,20190111,,,,99.865,0,0.0,0.0,100.265,100.24,TS
TS1903,20190114,100.415,100.46,100.35,100.45,188,975.0,37756.28,100.445,100.42,TS
TS1906,20190114,,,,100.57,0,16.0,0.0,100.71,100.685,TS
TS1909,20190114,,,,99.865,0,0.0,0.0,100.29,100.265,TS
TS1903,20190115,100.43,100.47,100.4,100.46,172,971.0,34553.1,100.46,100.445,TS
TS1906,20190115,,,,100.57,0,16.0,0.0,100.725,100.71,TS
TS1909,20190115,,,,99.865,0,0.0,0.0,100.305,100.29,TS
TS1903,20190116,100.455,100.605,100.435,100.605,190,947.0,38187.83,100.58,100.46,TS
TS1906,20190116,100.52,100.52,100.52,100.52,2,17.0,402.08,100.52,100.725,TS
TS1909,20190116,,,,99.865,0,0.0,0.0,100.425,100.305,TS
TS1903,20190117,100.59,100.69,100.55,100.655,315,891.0,63406.8,100.65,100.58,TS
TS1906,20190117,100.54,100.6,100.54,100.6,4,16.0,804.68,100.6,100.52,TS
TS1909,20190117,,,,99.865,0,0.0,0.0,100.495,100.425,TS
TS1903,20190118,100.66,100.68,100.59,100.605,146,890.0,29386.6,100.62,100.65,TS
TS1906,20190118,,,,100.6,0,16.0,0.0,100.57,100.6,TS
TS1909,20190118,,,,99.865,0,0.0,0.0,100.465,100.495,TS
TS1903,20190121,100.55,100.565,100.515,100.545,84,895.0,16890.62,100.54,100.62,TS
TS1906,20190121,,,,100.6,0,16.0,0.0,100.49,100.57,TS
TS1909,20190121,,,,99.865,0,0.0,0.0,100.385,100.465,TS
TS1903,20190122,100.53,100.635,100.51,100.6,104,873.0,20924.6,100.595,100.54,TS
TS1906,20190122,,,,100.6,0,16.0,0.0,100.545,100.49,TS
TS1909,20190122,,,,99.865,0,0.0,0.0,100.44,100.385,TS
TS1903,20190123,100.595,100.625,100.54,100.6,97,839.0,19515.83,100.6,100.595,TS
TS1906,20190123,,,,100.6,0,16.0,0.0,100.55,100.545,TS
TS1909,20190123,,,,99.865,0,0.0,0.0,100.445,100.44,TS
TS1903,20190124,100.555,100.59,100.435,100.445,279,702.0,56087.61,100.455,100.6,TS
TS1906,20190124,,,,100.6,0,16.0,0.0,100.405,100.55,TS
TS1909,20190124,,,,99.865,0,0.0,0.0,100.3,100.445,TS
TS1903,20190125,100.405,100.445,100.38,100.4,78,663.0,15662.67,100.405,100.455,TS
TS1906,20190125,,,,100.6,0,16.0,0.0,100.355,100.405,TS
TS1909,20190125,,,,99.865,0,0.0,0.0,100.25,100.3,TS
TS1903,20190128,100.385,100.405,100.34,100.405,17,670.0,3412.41,100.365,100.405,TS
