symbol,date,open,high,low,close,volume
TL主连,2024-05-21,105.64,105.73,105.44,105.67,31254
TL主连,2024-05-22,105.65,106.09,105.65,105.97,32792
TL主连,2024-05-23,106.14,106.52,106.13,106.41,39491
TL主连,2024-05-24,106.55,106.69,106.2,106.24,37993
TL主连,2024-05-27,106.17,106.48,106.1,106.4,33157
TL主连,2024-05-28,106.5,106.94,106.47,106.91,38205
TL主连,2024-05-29,107.18,107.31,107.0,107.1,28357
TL主连,2024-05-30,107.15,107.39,106.74,106.9,42428
TL主连,2024-05-31,106.63,106.95,106.43,106.46,47697
TL主连,2024-06-03,106.58,106.94,106.57,106.76,31944
TL主连,2024-06-04,106.8,106.9,106.64,106.89,28792
TL主连,2024-06-05,106.96,107.11,106.88,107.01,26552
TL主连,2024-06-06,107.12,107.13,106.91,107.06,26775
TL主连,2024-06-07,107.0,107.22,106.93,107.22,24731
TL主连,2024-06-11,107.25,107.57,107.13,107.44,31164
TL主连,2024-06-12,107.46,107.55,107.27,107.29,29812
TL主连,2024-06-13,107.5,107.69,107.45,107.62,28901
TL主连,2024-06-14,107.8,108.0,107.69,107.86,35245
TL主连,2024-06-17,107.81,108.1,107.77,108.04,28177
TL主连,2024-06-18,108.28,108.52,108.16,108.32,38770
TL主连,2024-06-19,108.5,108.54,108.06,108.39,42098
TL主连,2024-06-20,108.58,108.78,108.38,108.77,32313
TL主连,2024-06-21,108.56,108.58,108.1,108.32,34988
TL主连,2024-06-24,108.31,108.77,108.18,108.73,28846
TL主连,2024-06-25,108.96,109.14,108.86,109.04,34582
TL主连,2024-06-26,109.0,109.16,108.88,108.98,27405
TL主连,2024-06-27,108.97,109.48,108.96,109.47,34200
TL主连,2024-06-28,109.55,109.73,109.25,109.49,34883
TL主连,2024-07-01,109.6,110.1,108.24,108.44,85008
TL主连,2024-07-02,108.31,108.8,108.31,108.75,46520
TL主连,2024-07-03,108.73,109.1,108.61,109.01,42086
TL主连,2024-07-04,108.8,109.02,108.65,108.77,34912
TL主连,2024-07-05,108.63,108.71,108.21,108.41,51636
TL主连,2024-07-08,108.0,108.14,107.68,108.08,45269
TL主连,2024-07-09,108.31,108.5,108.2,108.39,34830
TL主连,2024-07-10,108.35,108.5,108.27,108.46,29336
TL主连,2024-07-11,108.44,108.55,108.36,108.52,24941
TL主连,2024-07-12,108.7,108.93,108.66,108.88,28090
TL主连,2024-07-15,108.96,109.12,108.9,109.08,26617
TL主连,2024-07-16,109.1,109.22,108.51,109.07,38085
TL主连,2024-07-17,109.15,109.2,108.9,109.09,28263
TL主连,2024-07-18,108.99,108.99,108.74,108.82,26097
TL主连,2024-07-19,108.86,109.1,108.82,109.09,25950
TL主连,2024-07-22,109.25,109.5,109.11,109.41,32575
TL主连,2024-07-23,109.52,109.62,109.46,109.57,26967
TL主连,2024-07-24,109.53,109.74,109.4,109.68,34357
TL主连,2024-07-25,109.9,110.18,109.85,110.12,41661
TL主连,2024-07-26,110.55,110.58,110.19,110.42,36147
TL主连,2024-07-29,110.53,110.95,110.49,110.93,30188
TL主连,2024-07-30,111.21,111.48,110.95,111.36,49722
TL主连,2024-07-31,111.51,111.75,111.08,111.09,41684
TL主连,2024-08-01,111.12,111.7,111.12,111.55,39738
TL主连,2024-08-02,111.93,112.14,111.46,111.9,47580
TL主连,2024-08-05,112.21,113.0,112.12,112.97,48873
TL主连,2024-08-06,111.88,112.19,111.59,111.96,54090
TL主连,2024-08-07,112.19,112.52,112.03,112.51,37288
TL主连,2024-08-08,112.04,112.15,111.31,111.81,63741
TL主连,2024-08-09,111.02,111.47,110.99,111.45,51159
TL主连,2024-08-12,110.88,110.88,109.96,110.14,51140
TL主连,2024-08-13,110.36,111.03,110.29,110.89,42642
TL主连,2024-08-14,111.59,111.89,111.28,111.54,50577
TL主连,2024-08-15,111.76,111.81,110.97,111.08,41287
TL主连,2024-08-16,110.63,111.18,110.61,110.68,60436
TL主连,2024-08-19,110.8,111.31,110.76,111.29,41800
TL主连,2024-08-20,111.32,111.54,111.25,111.46,38045
TL主连,2024-08-21,111.5,111.62,110.89,110.92,52135
TL主连,2024-08-22,111.45,111.76,111.32,111.61,48254
TL主连,2024-08-23,111.66,111.86,111.37,111.79,48460
TL主连,2024-08-26,111.7,111.98,111.5,111.75,42906
TL主连,2024-08-27,111.59,111.75,111.0,111.1,54385
TL主连,2024-08-28,111.17,111.51,110.82,111.46,55438
TL主连,2024-08-29,111.56,111.61,111.13,111.32,41952
TL主连,2024-08-30,111.44,111.48,110.85,111.26,54168
TL主连,2024-09-02,111.55,111.9,111.37,111.85,39048
TL主连,2024-09-03,111.83,111.94,111.72,111.9,33378
TL主连,2024-09-04,112.02,112.34,112.02,112.13,41742
TL主连,2024-09-05,112.41,112.83,112.0,112.23,54423
TL主连,2024-09-06,112.3,112.68,112.27,112.56,35941
TL主连,2024-09-09,112.61,112.98,112.6,112.95,33724
TL主连,2024-09-10,113.06,113.31,112.95,113.28,47707
TL主连,2024-09-11,113.38,113.56,113.27,113.51,36104
TL主连,2024-09-12,113.46,113.74,113.35,113.59,43656
TL主连,2024-09-13,114.03,114.34,113.81,114.33,51875
TL主连,2024-09-18,114.81,115.2,114.62,115.13,46029
TL主连,2024-09-19,115.3,115.54,114.55,114.7,89139
TL主连,2024-09-20,114.88,115.45,114.83,115.44,53422
TL主连,2024-09-23,115.58,115.76,115.35,115.63,56493
TL主连,2024-09-24,115.86,116.0,114.1,114.45,129313
TL主连,2024-09-25,114.32,114.75,113.8,114.74,78618
TL主连,2024-09-26,115.2,115.35,113.58,113.58,124715
TL主连,2024-09-27,112.39,113.0,110.15,110.99,193235
TL主连,2024-09-30,109.5,111.11,108.61,110.31,158249
TL主连,2024-10-08,109.32,111.72,109.09,110.56,130484
TL主连,2024-10-09,110.8,111.7,110.69,111.7,106762
TL主连,2024-10-10,111.6,112.56,111.5,112.43,81845
TL主连,2024-10-11,112.95,113.03,112.15,112.45,96015
TL主连,2024-10-14,112.59,113.0,111.93,112.27,95259
TL主连,2024-10-15,112.27,112.64,111.67,112.61,89666
TL主连,2024-10-16,112.75,112.75,111.82,112.08,87085
TL主连,2024-10-17,112.13,113.04,111.96,112.83,68983
TL主连,2024-10-18,113.1,113.36,112.13,112.44,105163
TL主连,2024-10-21,112.43,112.62,112.16,112.58,64010
TL主连,2024-10-22,112.58,112.58,111.9,111.92,62469
TL主连,2024-10-23,111.87,112.01,111.04,111.53,90062
TL主连,2024-10-24,111.8,112.05,111.23,111.43,72424
TL主连,2024-10-25,111.53,111.65,111.08,111.2,68814
TL主连,2024-10-28,111.11,111.36,110.63,110.85,66260
TL主连,2024-10-29,110.8,111.46,110.6,111.44,79919
TL主连,2024-10-30,111.44,111.59,111.23,111.36,52422
TL主连,2024-10-31,111.35,111.65,111.12,111.57,54587
TL主连,2024-11-01,111.7,112.26,111.62,112.22,53243
TL主连,2024-11-04,112.18,112.44,112.0,112.13,43871
TL主连,2024-11-05,112.25,112.73,112.08,112.66,67489
TL主连,2024-11-06,112.77,113.08,112.51,112.53,59432
TL主连,2024-11-07,112.57,112.81,112.44,112.64,49799
TL主连,2024-11-08,112.61,113.08,112.54,112.81,57970
TL主连,2024-11-11,112.9,113.07,112.66,113.0,51411
TL主连,2024-11-12,113.11,113.75,113.04,113.75,55767
TL主连,2024-11-13,113.6,113.8,113.23,113.43,59290
TL主连,2024-11-14,113.33,113.42,113.02,113.21,47514
TL主连,2024-11-15,113.24,113.38,112.88,113.1,48903
TL主连,2024-11-18,112.94,112.94,111.93,111.93,63151
TL主连,2024-11-19,111.83,112.54,111.81,112.52,50854
TL主连,2024-11-20,112.5,112.51,112.16,112.33,33751
TL主连,2024-11-21,112.29,112.98,112.15,112.92,32197
TL主连,2024-11-22,113.1,113.47,112.95,113.41,60601
TL主连,2024-11-25,113.29,114.15,113.27,114.1,66838
TL主连,2024-11-26,114.2,114.39,113.92,114.13,50191
TL主连,2024-11-27,114.2,114.53,113.73,113.81,60883
TL主连,2024-11-28,113.97,114.48,113.9,114.43,46826
TL主连,2024-11-29,114.88,114.96,114.32,114.54,72331
TL主连,2024-12-02,115.0,115.55,114.98,115.44,60122
TL主连,2024-12-03,115.35,115.35,114.88,114.95,60180
TL主连,2024-12-04,115.28,115.8,115.22,115.79,52779
TL主连,2024-12-05,115.59,115.94,115.44,115.71,50792
TL主连,2024-12-06,115.61,115.81,115.06,115.38,70333
TL主连,2024-12-09,115.45,115.78,115.28,115.43,58968
TL主连,2024-12-10,116.44,117.28,116.0,116.95,97116
TL主连,2024-12-11,116.6,117.12,116.41,117.01,66414
TL主连,2024-12-12,117.22,117.42,116.91,117.09,68483
TL主连,2024-12-13,117.61,117.96,117.47,117.75,71894
TL主连,2024-12-16,118.0,118.69,118.0,118.31,72937
TL主连,2024-12-17,118.2,118.27,117.82,118.21,69084
TL主连,2024-12-18,118.22,118.53,116.0,117.55,131027
TL主连,2024-12-19,117.34,117.66,116.8,117.14,86814
TL主连,2024-12-20,117.5,118.4,117.49,118.4,67237
TL主连,2024-12-23,119.0,119.14,118.01,118.09,89626
TL主连,2024-12-24,118.03,118.4,117.1,117.45,103543
TL主连,2024-12-25,117.6,117.6,116.93,117.32,87797
TL主连,2024-12-26,117.54,117.6,117.03,117.17,76247
TL主连,2024-12-27,117.6,118.57,117.53,118.53,88783
TL主连,2024-12-30,118.42,118.49,117.81,118.01,77308
TL主连,2024-12-31,118.56,118.94,118.36,118.83,92636
TL主连,2025-01-02,119.38,120.0,119.22,119.98,96089
TL主连,2025-01-03,120.74,120.99,119.63,120.16,175730
TL主连,2025-01-06,119.96,120.69,119.5,120.68,107956
TL主连,2025-01-07,120.57,120.61,119.86,120.28,93883
TL主连,2025-01-08,120.03,120.52,119.95,120.29,91579
TL主连,2025-01-09,120.19,120.31,119.55,119.62,99665
TL主连,2025-01-10,118.66,119.84,118.4,119.76,126619
TL主连,2025-01-13,119.79,120.17,119.56,119.95,87572
TL主连,2025-01-14,119.6,120.0,119.41,119.95,108750
TL主连,2025-01-15,120.48,120.75,120.25,120.6,76364
TL主连,2025-01-16,120.4,120.83,120.12,120.56,96026
TL主连,2025-01-17,120.68,120.79,119.95,119.96,91831
TL主连,2025-01-20,119.71,120.15,119.62,119.8,72981
TL主连,2025-01-21,119.8,120.46,119.55,120.45,89392
TL主连,2025-01-22,120.47,120.68,120.28,120.37,67390
TL主连,2025-01-23,120.38,120.57,120.15,120.23,65006
TL主连,2025-01-24,120.19,120.53,119.64,120.53,67574
TL主连,2025-01-27,120.6,121.28,120.6,121.24,52474
TL主连,2025-02-05,121.03,121.7,121.03,121.69,43466
TL主连,2025-02-06,121.85,122.16,121.67,122.1,55124
TL主连,2025-02-07,122.12,122.28,121.78,121.81,59978
TL主连,2025-02-10,121.64,121.74,121.28,121.33,55165
TL主连,2025-02-11,121.4,121.84,121.36,121.81,55803
TL主连,2025-02-12,121.68,122.08,121.59,121.63,57103
TL主连,2025-02-13,121.84,121.97,121.47,121.89,58132
TL主连,2025-02-14,121.3,121.42,120.39,120.77,43029
TL主连,2025-02-17,120.4,120.55,119.72,119.77,59690
TL主连,2025-02-18,119.74,119.89,118.71,119.66,102846
TL主连,2025-02-19,119.85,120.02,119.47,119.89,69573
TL主连,2025-02-20,119.85,119.88,118.91,119.09,82331
TL主连,2025-02-21,119.04,119.15,118.0,118.01,144785
TL主连,2025-02-24,118.08,118.38,116.55,116.91,151931
TL主连,2025-02-25,117.3,117.81,116.09,117.66,221678
TL主连,2025-02-26,117.84,118.39,117.5,117.73,147441
TL主连,2025-02-27,117.77,118.06,117.07,117.38,106333
TL主连,2025-02-28,117.45,118.18,117.12,118.01,119650
TL主连,2025-03-03,118.13,118.82,117.85,118.68,97646
TL主连,2025-03-04,118.88,118.98,118.27,118.62,99882
